0,len-slider,1000,Len Slider
activate_wordpoints_extensions,wordpoints,700,WordPoints
activate_wordpoints_modules,wordpoints,700,WordPoints
add-to-head,per-page-add-to,20000,Per page add to head
add_book-reviews,book-review-library,700,Book Review Library
add_discount_cap,tickera-event-ticketing-system,6000,Tickera – WordPress Event Ticketing
add_multiple_datasets,projectmanager,400,ProjectManager
add_users,wp-real-estate,400,WP Real Estate
add_yop_poll_votes,yop-poll,20000,YOP Poll
admin intel,intelligence,600,Intelligence
admin-post-highlights,post-highlights,200,post highlights
admin_albo,albo-pretorio-on-line,2000,Albo Pretorio On line
admin_simple_tags,simple-tags,100000,Simple Tags
admin_wp_cn_kit,wp-kit-cn,200,WP Kit CN
admin_wp_copy,copy-link,2000,CopyLink
admin_zerobs_customers,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_customers_tags,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_events,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_forms,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_invoices,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_logs_addedit,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_logs_delete,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_mailcampaigns,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_manage_options,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_notifications,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_quotes,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_sendemails_contacts,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_transactions,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_usr,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_view_customers,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_view_events,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_view_invoices,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_view_quotes,zero-bs-crm,1000,Zero BS WordPress CRM
admin_zerobs_view_transactions,zero-bs-crm,1000,Zero BS WordPress CRM
administer_awesome_support,awesome-support,9000,Awesome Support – WordPress HelpDesk & Support Plugin
administrator,advanced-access-manager,90000,Advanced Access Manager
administrator,developer-mode,1000,Developer Mode
adrotate_ad_delete,adrotate,50000,AdRotate Banner Manager
adrotate_ad_manage,adrotate,50000,AdRotate Banner Manager
adrotate_group_delete,adrotate,50000,AdRotate Banner Manager
adrotate_group_manage,adrotate,50000,AdRotate Banner Manager
advanced_ads_edit_ads,advanced-ads,70000,Advanced Ads – Ad Manager with AdSense Integration
advanced_ads_manage_options,advanced-ads,70000,Advanced Ads – Ad Manager with AdSense Integration
advanced_ads_manage_placements,advanced-ads,70000,Advanced Ads – Ad Manager with AdSense Integration
advanced_ads_place_ads,advanced-ads,70000,Advanced Ads – Ad Manager with AdSense Integration
advanced_ads_see_interface,advanced-ads,70000,Advanced Ads – Ad Manager with AdSense Integration
aff_access,affiliates,6000,Affiliates
aff_admin_affiliates,affiliates,6000,Affiliates
aff_admin_options,affiliates,6000,Affiliates
ag_manage_advanced,age-gate,7000,Age Gate
ag_manage_appearance,age-gate,7000,Age Gate
ag_manage_messaging,age-gate,7000,Age Gate
ag_manage_restrictions,age-gate,7000,Age Gate
ag_manage_set_content_bypass,age-gate,7000,Age Gate
ag_manage_set_content_restriction,age-gate,7000,Age Gate
ag_manage_set_custom_age,age-gate,7000,Age Gate
ag_manage_settings,age-gate,7000,Age Gate
aiosp_manage_seo,all-in-one-seo-pack,2000000,All in One SEO Pack
akp_edit_five,adkingpro,600,Ad King Pro
akp_edit_four,adkingpro,600,Ad King Pro
akp_edit_one,adkingpro,600,Ad King Pro
akp_edit_three,adkingpro,600,Ad King Pro
akp_edit_two,adkingpro,600,Ad King Pro
answer_chat,yith-live-chat,1000,YITH Live Chat
ap_approve_comment,anspress-question-answer,4000,AnsPress – Question and answer
ap_change_status,anspress-question-answer,4000,AnsPress – Question and answer
ap_change_status_other,anspress-question-answer,4000,AnsPress – Question and answer
ap_delete_answer,anspress-question-answer,4000,AnsPress – Question and answer
ap_delete_comment,anspress-question-answer,4000,AnsPress – Question and answer
ap_delete_others_answer,anspress-question-answer,4000,AnsPress – Question and answer
ap_delete_others_comment,anspress-question-answer,4000,AnsPress – Question and answer
ap_delete_others_question,anspress-question-answer,4000,AnsPress – Question and answer
ap_delete_post_permanent,anspress-question-answer,4000,AnsPress – Question and answer
ap_delete_question,anspress-question-answer,4000,AnsPress – Question and answer
ap_edit_answer,anspress-question-answer,4000,AnsPress – Question and answer
ap_edit_comment,anspress-question-answer,4000,AnsPress – Question and answer
ap_edit_others_answer,anspress-question-answer,4000,AnsPress – Question and answer
ap_edit_others_comment,anspress-question-answer,4000,AnsPress – Question and answer
ap_edit_others_question,anspress-question-answer,4000,AnsPress – Question and answer
ap_edit_question,anspress-question-answer,4000,AnsPress – Question and answer
ap_new_answer,anspress-question-answer,4000,AnsPress – Question and answer
ap_new_comment,anspress-question-answer,4000,AnsPress – Question and answer
ap_new_question,anspress-question-answer,4000,AnsPress – Question and answer
ap_no_moderation,anspress-question-answer,4000,AnsPress – Question and answer
ap_read_answer,anspress-question-answer,4000,AnsPress – Question and answer
ap_read_comment,anspress-question-answer,4000,AnsPress – Question and answer
ap_read_question,anspress-question-answer,4000,AnsPress – Question and answer
ap_restore_posts,anspress-question-answer,4000,AnsPress – Question and answer
ap_toggle_best_answer,anspress-question-answer,4000,AnsPress – Question and answer
ap_toggle_featured,anspress-question-answer,4000,AnsPress – Question and answer
ap_upload_cover,anspress-question-answer,4000,AnsPress – Question and answer
ap_view_moderate,anspress-question-answer,4000,AnsPress – Question and answer
ap_view_private,anspress-question-answer,4000,AnsPress – Question and answer
ap_vote_close,anspress-question-answer,4000,AnsPress – Question and answer
ap_vote_down,anspress-question-answer,4000,AnsPress – Question and answer
ap_vote_flag,anspress-question-answer,4000,AnsPress – Question and answer
ap_vote_up,anspress-question-answer,4000,AnsPress – Question and answer
armember,armember-membership,200,ARMember – Content Restriction & Membership Plugin
asa1_delete_collections,amazonsimpleadmin,6000,AmazonSimpleAdmin
asa1_edit_cache,amazonsimpleadmin,6000,AmazonSimpleAdmin
asa1_edit_collections,amazonsimpleadmin,6000,AmazonSimpleAdmin
asa1_edit_options,amazonsimpleadmin,6000,AmazonSimpleAdmin
asa1_edit_setup,amazonsimpleadmin,6000,AmazonSimpleAdmin
assign_achievement_events,achievements,300,Achievements for WordPress
assign_ad_terms,apply-online,5000,Apply Online
assign_agent_terms,essential-real-estate,3000,Essential Real Estate
assign_archive_structure,archive,700,Archive
assign_awebooking_terms,awebooking,6000,AweBooking – Hotel Booking System
assign_book_terms,novelist,800,Novelist
assign_campaign_terms,charitable,10000,Charitable – Donation Plugin
assign_cannedresponse_category,wp-ticket,400,Best Customer Customer Service Software & Support Ticket System for WordPress
assign_cannedresponse_tag,wp-ticket,400,Best Customer Customer Service Software & Support Ticket System for WordPress
assign_car_listing_terms,wp-car-manager,3000,WP Car Manager
assign_classified_listing_terms,classifieds-wp,800,Classifieds WP
assign_client_terms,upstream,1000,WordPress Project Management by UpStream
assign_contact_country,wp-easy-contact,600,Best Contact Management Software for WordPress
assign_contact_state,wp-easy-contact,600,Best Contact Management Software for WordPress
assign_contact_tag,wp-easy-contact,600,Best Contact Management Software for WordPress
assign_contact_topic,wp-easy-contact,600,Best Contact Management Software for WordPress
assign_course_cats,lifterlms,8000,LifterLMS
assign_course_difficulties,lifterlms,8000,LifterLMS
assign_course_tags,lifterlms,8000,LifterLMS
assign_course_tracks,lifterlms,8000,LifterLMS
assign_cover_artist_terms,mooberry-book-manager,1000,Mooberry Book Manager
assign_customfields,catchers-helpdesk,200,Catchers Helpdesk and Ticket system for Support
assign_departments,employee-directory,400,Staff Directory – Employee Directory for WordPress
assign_editor_terms,mooberry-book-manager,1000,Mooberry Book Manager
assign_email_categories,mailer-dragon,300,Mailer Dragon – Email Marketing Plugin for WordPress
assign_employee_tags,employee-spotlight,1000,Team Members Staff Showcase Plugin – Employee Spotlight
assign_employment_type,employee-directory,400,Staff Directory – Employee Directory for WordPress
assign_event_listing_terms,wp-event-manager,1000,WP Event Manager
assign_event_magic_terms,kikfyre-events-calendar-tickets,200,"Events, Calendars & Tickets – Event Kikfyre"
assign_everest_form_terms,everest-forms,40000,Everest Forms – Easy Contact Form and Form Builder for WordPress
assign_fa_terms,featured-articles-lite,3000,FA Lite – WP responsive slider plugin
assign_feed_source_terms,wp-rss-aggregator,60000,WP RSS Aggregator
assign_feed_terms,wp-rss-aggregator,60000,WP RSS Aggregator
assign_food_group_terms,restaurantpress,3000,RestaurantPress
assign_food_menu_terms,restaurantpress,3000,RestaurantPress
assign_gender,employee-directory,400,Staff Directory – Employee Directory for WordPress
assign_genre_terms,mooberry-book-manager,1000,Mooberry Book Manager
assign_give_form_terms,give,50000,Give – Donation Plugin and Fundraising Platform
assign_give_payment_terms,give,50000,Give – Donation Plugin and Fundraising Platform
assign_groups,employee-spotlight,1000,Team Members Staff Showcase Plugin – Employee Spotlight
assign_hotel_location_terms,awebooking,6000,AweBooking – Hotel Booking System
assign_hotel_service_terms,awebooking,6000,AweBooking – Hotel Booking System
assign_illustrator_terms,mooberry-book-manager,1000,Mooberry Book Manager
assign_invoice_terms,essential-real-estate,3000,Essential Real Estate
assign_jbbrd_businesses_tags,job-board,300,Job Board by BestWebSoft
assign_jbbrd_employment_tags,job-board,300,Job Board by BestWebSoft
assign_job_listing_terms,wp-job-manager,100000,WP Job Manager
assign_jobtitles,employee-directory,400,Staff Directory – Employee Directory for WordPress
assign_klaviyo_shop_cart_terms,klaviyo-for-woocommerce,1000,Klaviyo for WooCommerce
assign_listing_terms,wpcasa,2000,WPCasa
assign_marital_status,employee-directory,400,Staff Directory – Employee Directory for WordPress
assign_membership_cats,lifterlms,8000,LifterLMS
assign_membership_tags,lifterlms,8000,LifterLMS
assign_mp_menu_item_terms,mp-restaurant-menu,6000,Restaurant Menu by MotoPress
assign_mprm_order_terms,mp-restaurant-menu,6000,Restaurant Menu by MotoPress
assign_office_locations,employee-spotlight,1000,Team Members Staff Showcase Plugin – Employee Spotlight
assign_opalestate_agents_terms,opal-estate,1000,Opal Estate
assign_opalestate_properties_terms,opal-estate,1000,Opal Estate
assign_package_terms,essential-real-estate,3000,Essential Real Estate
assign_person_area,campus-directory,200,Faculty Staff and Student Directory Plugin – Campus Directory
assign_person_location,campus-directory,200,Faculty Staff and Student Directory Plugin – Campus Directory
assign_person_rareas,campus-directory,200,Faculty Staff and Student Directory Plugin – Campus Directory
assign_person_title,campus-directory,200,Faculty Staff and Student Directory Plugin – Campus Directory
assign_portfolio_categories,custom-content-portfolio,1000,Custom Content Portfolio
assign_portfolio_tags,custom-content-portfolio,1000,Custom Content Portfolio
assign_portfolio_terms,flash-toolkit,30000,Flash Toolkit
assign_portfolio_terms,suffice-toolkit,5000,Suffice Toolkit
assign_pricing_rate_terms,awebooking,6000,AweBooking – Hotel Booking System
assign_product_categories,ecommerce-product-catalog,10000,eCommerce Product Catalog Plugin for WordPress
assign_product_categories,post-type-x,1000,Product Catalog X
assign_product_terms,dc-woocommerce-multi-vendor,10000,WC Marketplace
assign_product_terms,easy-digital-downloads,60000,Easy Digital Downloads
assign_product_terms,jigoshop,4000,Jigoshop
assign_product_terms,jigoshop-ecommerce,400,Jigoshop eCommerce
assign_product_terms,webmaster-user-role,8000,Webmaster User Role
assign_product_terms,woocommerce,4000000,WooCommerce
assign_product_terms,wc-multivendor-marketplace,1000,WooCommerce Multivendor Marketplace
assign_project_terms,upstream,1000,WordPress Project Management by UpStream
assign_property_terms,essential-real-estate,3000,Essential Real Estate
assign_quote_authors,mg-quotes,300,mg Quotes
assign_quote_categories,mg-quotes,300,mg Quotes
assign_raq_services,request-a-quote,1000,Request a Quote
assign_resume_organizations,wp-resume,700,WP Resume
assign_resume_sections,wp-resume,700,WP Resume
assign_room_reservation_terms,wp-hotelier,1000,Easy WP Hotelier
assign_room_terms,wp-hotelier,1000,Easy WP Hotelier
assign_room_type_terms,awebooking,6000,AweBooking – Hotel Booking System
assign_series_terms,mooberry-book-manager,1000,Mooberry Book Manager
assign_shop_coupon_terms,jigoshop,4000,Jigoshop
assign_shop_coupon_terms,jigoshop-ecommerce,400,Jigoshop eCommerce
assign_shop_coupon_terms,webmaster-user-role,8000,Webmaster User Role
assign_shop_coupon_terms,woocommerce,4000000,WooCommerce
assign_shop_discount_terms,easy-digital-downloads,60000,Easy Digital Downloads
assign_shop_email_terms,jigoshop,4000,Jigoshop
assign_shop_email_terms,jigoshop-ecommerce,400,Jigoshop eCommerce
assign_shop_order_terms,jigoshop,4000,Jigoshop
assign_shop_order_terms,jigoshop-ecommerce,400,Jigoshop eCommerce
assign_shop_order_terms,webmaster-user-role,8000,Webmaster User Role
assign_shop_order_terms,woocommerce,4000000,WooCommerce
assign_shop_payment_terms,easy-digital-downloads,60000,Easy Digital Downloads
assign_shop_webhook_terms,woocommerce,4000000,WooCommerce
assign_sp_calendar_terms,sportspress,20000,SportsPress – Sports Club & League Manager
assign_sp_config_terms,sportspress,20000,SportsPress – Sports Club & League Manager
assign_sp_event_terms,sportspress,20000,SportsPress – Sports Club & League Manager
assign_sp_list_terms,sportspress,20000,SportsPress – Sports Club & League Manager
assign_sp_player_terms,sportspress,20000,SportsPress – Sports Club & League Manager
assign_sp_staff_terms,sportspress,20000,SportsPress – Sports Club & League Manager
assign_sp_table_terms,sportspress,20000,SportsPress – Sports Club & League Manager
assign_sp_team_terms,sportspress,20000,SportsPress – Sports Club & League Manager
assign_tag_terms,mooberry-book-manager,1000,Mooberry Book Manager
assign_ticket,awesome-support,9000,Awesome Support – WordPress HelpDesk & Support Plugin
assign_ticket,catchers-helpdesk,200,Catchers Helpdesk and Ticket system for Support
assign_ticket_creator,awesome-support,9000,Awesome Support – WordPress HelpDesk & Support Plugin
assign_ticket_priority,wp-ticket,400,Best Customer Customer Service Software & Support Ticket System for WordPress
assign_ticket_status,wp-ticket,400,Best Customer Customer Service Software & Support Ticket System for WordPress
assign_ticket_topic,wp-ticket,400,Best Customer Customer Service Software & Support Ticket System for WordPress
assign_topic_tags,bbpress,300000,bbPress
assign_trans_log_terms,essential-real-estate,3000,Essential Real Estate
assign_user_package_terms,essential-real-estate,3000,Essential Real Estate
assign_user_registration_terms,user-registration,7000,"User Registration – Custom Registration Form, Login and User Profile for WordPress"
assign_wctrl_contents,widgets-control,1000,Widgets Control
assign_wd_ads_groups,ad-manager-wd,700,Ad Manager by WD – Advanced Ad Manager plugin
assign_wpcm_club_terms,wp-club-manager,1000,WP Club Manager – WordPress Sports Club Plugin
assign_wpcm_match_terms,wp-club-manager,1000,WP Club Manager – WordPress Sports Club Plugin
assign_wpcm_player_terms,wp-club-manager,1000,WP Club Manager – WordPress Sports Club Plugin
assign_wpcm_sponsor_terms,wp-club-manager,1000,WP Club Manager – WordPress Sports Club Plugin
assign_wpcm_staff_terms,wp-club-manager,1000,WP Club Manager – WordPress Sports Club Plugin
assign_wpsdeals_terms,deals-engine,200,Social Deals Engine
assign_wpsdealssales_terms,deals-engine,200,Social Deals Engine
attach_files,awesome-support,9000,Awesome Support – WordPress HelpDesk & Support Plugin
attach_files,catchers-helpdesk,200,Catchers Helpdesk and Ticket system for Support
avartan_slider_access,avartan-slider-lite,2000,Responsive WordPress Slider – Avartan Slider Lite
avh_fdas_admin,avh-first-defense-against-spam,7000,AVH First Defense Against Spam
backwpup,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_backups,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_backups_delete,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_backups_download,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_jobs,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_jobs_edit,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_jobs_start,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_logs,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_logs_delete,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_restore,backwpup,600000,BackWPup – WordPress Backup Plugin
backwpup_settings,backwpup,600000,BackWPup – WordPress Backup Plugin
become_yop_poll_pro,yop-poll,20000,YOP Poll
birthdays_list,birthdays-widget,2000,Birthdays Widget
bnfw,bnfw,20000,Better Notifications for WordPress
bookacti_create_activities,booking-activities,900,Booking Activities
bookacti_create_bookings,booking-activities,900,Booking Activities
bookacti_create_forms,booking-activities,900,Booking Activities
bookacti_create_templates,booking-activities,900,Booking Activities
bookacti_delete_activities,booking-activities,900,Booking Activities
bookacti_delete_bookings,booking-activities,900,Booking Activities
bookacti_delete_forms,booking-activities,900,Booking Activities
bookacti_delete_templates,booking-activities,900,Booking Activities
bookacti_edit_activities,booking-activities,900,Booking Activities
bookacti_edit_bookings,booking-activities,900,Booking Activities
bookacti_edit_forms,booking-activities,900,Booking Activities
bookacti_edit_templates,booking-activities,900,Booking Activities
bookacti_manage_booking_activities,booking-activities,900,Booking Activities
bookacti_manage_booking_activities_settings,booking-activities,900,Booking Activities
bookacti_manage_bookings,booking-activities,900,Booking Activities
bookacti_manage_forms,booking-activities,900,Booking Activities
bookacti_manage_templates,booking-activities,900,Booking Activities
bookacti_read_templates,booking-activities,900,Booking Activities
brightcove_get_user_default_account,brightcove-video-connect,900,Brightcove Video Connect
brightcove_manipulate_accounts,brightcove-video-connect,900,Brightcove Video Connect
brightcove_manipulate_playlists,brightcove-video-connect,900,Brightcove Video Connect
brightcove_manipulate_videos,brightcove-video-connect,900,Brightcove Video Connect
brightcove_set_site_default_account,brightcove-video-connect,900,Brightcove Video Connect
brightcove_set_user_default_account,brightcove-video-connect,900,Brightcove Video Connect
brizy_edit_whole_page,brizy,30000,Brizy – Page Builder
btev,bluetrait-event-viewer,800,BTEV
bug_assigned_to_field,upstream,1000,WordPress Project Management by UpStream
bug_description_field,upstream,1000,WordPress Project Management by UpStream
bug_due_date_field,upstream,1000,WordPress Project Management by UpStream
bug_file_field,upstream,1000,WordPress Project Management by UpStream
bug_severity_field,upstream,1000,WordPress Project Management by UpStream
bug_status_field,upstream,1000,WordPress Project Management by UpStream
bug_title_field,upstream,1000,WordPress Project Management by UpStream
bulk_edit_roles,wpfront-user-role-editor,60000,WPFront User Role Editor
buwd_api_keys,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_backups,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_backups_delete,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_backups_download,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_edit,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_job,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_job_delete,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_job_edit,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_job_run,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_log_delete,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_log_download,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_log_view,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_logs,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_settings,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_settings_export,backup-wd,8000,Backup WD – Backup and Restore Plugin
buwd_settings_import,backup-wd,8000,Backup WD – Backup and Restore Plugin
buy_tax_free,pricing-deals-for-woocommerce,7000,Pricing Deals for WooCommerce
buy_wholesale,pricing-deals-for-woocommerce,7000,Pricing Deals for WooCommerce
cb_parallax_edit,cb-parallax,400,cbParallax
cbe_edit_background,custom-background-extended,3000,Custom Background Extended
cdi_gateway,colissimo-delivery-integration,2000,Colissimo Delivery Integration
cfdb7_access,contact-form-cfdb7,100000,Contact Form 7 Database Addon – CFDB7
challonge_report_own,challonge,900,Challonge
challonge_signup,challonge,900,Challonge
challonge_view,challonge,900,Challonge
chatbro_ban_user,chatbro,1000,Chat Bro – Chat linked with Telegram or VK chat
chatbro_delete_message,chatbro,1000,Chat Bro – Chat linked with Telegram or VK chat
chatbro_view_chat,chatbro,1000,Chat Bro – Chat linked with Telegram or VK chat
che_edit_header,custom-header-extended,5000,Custom Header Extended
check_PBot,proofread-bot,400,Proofread Bot
chimpmate_cap,chimpmate,3000,ChimpMate – WordPress MailChimp Assistant
chronosly_author,chronosly-events-calendar,4000,Chronosly Events Calendar
chronosly_license,chronosly-events-calendar,4000,Chronosly Events Calendar
chronosly_options,chronosly-events-calendar,4000,Chronosly Events Calendar
clear_errors,timber,400,Timber
clone_own_yop_polls,yop-poll,20000,YOP Poll
clone_own_yop_polls_templates,yop-poll,20000,YOP Poll
clone_yop_polls,yop-poll,20000,YOP Poll
clone_yop_polls_templates,yop-poll,20000,YOP Poll
close_ticket,awesome-support,9000,Awesome Support – WordPress HelpDesk & Support Plugin
close_ticket,catchers-helpdesk,200,Catchers Helpdesk and Ticket system for Support
config_postie,postie,20000,Postie
configure_recent_dash_contacts,wp-easy-contact,600,Best Contact Management Software for WordPress
configure_recent_tickets_dashboard,wp-ticket,400,Best Customer Customer Service Software & Support Ticket System for WordPress
connections_add_entry,connections,10000,Connections Business Directory
connections_add_entry_moderated,connections,10000,Connections Business Directory
connections_change_roles,connections,10000,Connections Business Directory
connections_change_settings,connections,10000,Connections Business Directory
